name, result, bool var, arith var, conflict, decision, stage, step
IsoTriangle-Bottema1_19a, sat, 1, 5, , , , 5
IsoTriangle-Bottema1_19b, sat, 1, 4, , , , 3
IsoTriangle-Bottema1_1a, sat, 1, 5, , , , 5
IsoTriangle-Bottema1_1b, sat, 1, 4, , , , 3
IsoTriangle-Bottema4_2a, timeout, , , , , , 
IsoTriangle-Bottema4_2b, sat, 1, 5, , , , 7
IsoTriangle-Bottema5_3a, sat, 1, 8, , , , 26
IsoTriangle-Bottema5_3b, sat, 1, 7, , , , 13
IsoTriangle-Bottema6_1a, timeout, , , , , , 
IsoTriangle-Bottema6_1b, timeout, , , , , , 
IsoTriangle-Bottema8_1a, sat, 1, 7, , , , 30
IsoTriangle-Bottema8_1b, sat, 1, 6, , , , 5
IsoTriangle-Median_Perimeter_a1, sat, 1, 6, , , , 5
IsoTriangle-Median_Perimeter_a2, sat, 1, 6, , , , 5
IsoTriangle-Perimeter_CircumRadius_a, sat, 1, 7, , , , 13
IsoTriangle-Perimeter_CircumRadius_b, timeout, , , , , , 
IsoTriangle-Perimeter_CircumRadius_c, timeout, , , , , , 
IsoTriangle-Perimeter_InRadius, sat, 1, 10, , , , 6
KochanskiPiApproximation-RegDodecagon, timeout, , , , , , 
KochanskiPiApproximation, sat, 1, 5, , , , 4
Odom-GoldenRatio-RegTriangle, sat, 1, 6, , , , 5
OposicionsSecundariaCatalunya2018-2_4a, timeout, , , , , , 
OposicionsSecundariaCatalunya2018-2_4b, timeout, , , , , , 
PythagoreanGeneralization_Triangle-aa+bb_cc, sat, 1, 7, , , , 10
RegDecagon-Diagonal_Side, timeout, , , , , , 
RegHendecagon-Diagonal_Side, timeout, , , , , , 
RegHeptagon-Diagonal_Side, timeout, , , , , , 
RegHexagon-Diagonal_Side, sat, 1, 9, , , , 13
RegHexagon-ProductDiagonals_CircumRadius, sat, 1, 13, , , , 35
RegNonagon-Diagonal_Side, timeout, , , , , , 
RegOctagon-Diagonal_Side, timeout, , , , , , 
RegOctagon-ProductDiagonals_CircumRadius, timeout, , , , , , 
RegPentagon-Diagonal_Side, timeout, , , , , , 
RightTriangle-Bottema11_20, sat, 1, 6, , , , 8
RightTriangle-Bottema11_20a, sat, 1, 7, , , , 427
RightTriangle-Bottema11_20b, sat, 1, 6, , , , 8
RightTriangle-Bottema1_19a, timeout, , , , , , 
RightTriangle-Bottema1_19b, sat, 1, 5, , , , 5
RightTriangle-Bottema1_1a, timeout, , , , , , 
RightTriangle-Bottema1_1b, sat, 1, 5, , , , 5
RightTriangle-Bottema4_2a, timeout, , , , , , 
RightTriangle-Bottema4_2b, sat, 1, 5, , , , 5
RightTriangle-Bottema5_3a, sat, 1, 8, , , , 90
RightTriangle-Bottema5_3b, sat, 1, 7, , , , 16
RightTriangle-Bottema6_1a, sat, 1, 7, , , , 147
RightTriangle-Bottema6_1b, timeout, , , , , , 
RightTriangle-Bottema8_1a, timeout, , , , , , 
RightTriangle-Bottema8_1b, sat, 1, 8, , , , 38
Square-Diagonal_Side, sat, 1, 3, , , , 2
Triangle-2Sides_Medians_a, sat, 1, 9, , , , 11
Triangle-Area_Perimeter_a, sat, 1, 8, , , , 5
Triangle-Bottema1_1, sat, 1, 7, , , , 18
Triangle-Bottema1_12, timeout, , , , , , 
Triangle-Bottema1_14, sat, 1, 7, , , , 11
Triangle-Bottema1_15, sat, 1, 7, , , , 10
Triangle-Bottema1_17, sat, 1, 7, , , , 18
Triangle-Bottema1_19, sat, 1, 7, , , , 18
Triangle-Bottema1_2, sat, 1, 7, , , , 18
Triangle-Bottema1_23, sat, 1, 7, , , , 12
Triangle-Bottema1_3, sat, 1, 7, , , , 18
Triangle-Bottema1_4, sat, 1, 7, , , , 18
Triangle-Bottema1_5, sat, 1, 7, , , , 11
Triangle-Bottema1_6, sat, 1, 7, , , , 12
Triangle-Bottema1_7, sat, 1, 7, , , , 11
Triangle-Bottema1_8, sat, 1, 7, , , , 16
Triangle-Bottema1_9, sat, 1, 7, , , , 11
Triangle-Bottema5_3, sat, 1, 10, , , , 20
Triangle-Perimeter_2Medians_a, sat, 1, 9, , , , 10
Triangle-SymmHomPoly_3-2-1, sat, 1, 7, , , , 18
Triangle-SymmHomPoly_3-2-2, sat, 1, 7, , , , 18
Triangle-SymmHomPoly_3-2-3, sat, 1, 7, , , , 11
Triangle-SymmHomPoly_3-3-1, sat, 1, 7, , , , 18
TriangleInequality_Triangle-a+b_c, sat, 1, 8, , , , 16
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSa, sat, 1, 2, , , , 2
DDC_ProveIneq_ISSAC05_FibonacciPoly_a, sat, 1, 4, , , , 2
DDC_ProveIneq_ISSAC05_KnoppSchur_a, sat, 1, 5, , , , 3
DDC_ProveIneq_ISSAC05_LevinRHSa, sat, 5, 3, , , , 6
DDC_ProveIneq_ISSAC05_LevinRHSb, sat, 7, 3, , , , 7
DDC_ProveIneq_ISSAC05_LevinRHSc, sat, 9, 3, , , , 6
DDC_ProveIneq_ISSAC10_ex1c, sat, 1, 4, , , , 2
DDC_ProveIneq_ISSAC10_ex1d, sat, 1, 4, , , , 4
DDC_ProveIneq_ISSAC10_ex3a, sat, 1, 2, , , , 3
DDC_ProveIneq_ISSAC10_ex3d, sat, 1, 2, , , , 3
DDC_ProveIneq_ISSAC10_ex4b, sat, 1, 3, , , , 2
DDC_ProveIneq_ISSAC10_ex4c, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4d, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4e, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4f, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4g, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4h, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4i, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4j, sat, 1, 3, , , , 3
DDC_ProveIneq_JSC_SUMCracker_14a, sat, 3, 5, , , , 4
DDC_ProveIneq_JSC_SUMCracker_14c, sat, 7, 5, , , , 6
DDC_ProveIneq_Mitrinovic_4_22a, sat, 1, 4, , , , 5
a.10.c.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1009, , , , 6078
a.10.c.t2.c_Iteration5_Loop_4-pieceTemplate, sat, 1, 1009, , , , 24233
a.10.c.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1009, , , , 117530
a.10.c.t2.c_Iteration9_Loop_4-pieceTemplate, sat, 1, 1009, , , , 47998
afagp-fail.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_5-phaseTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
bf10.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 36322
bf12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 39248
bf13.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 39248
bf20.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 36322
bf5.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 39248
bf6.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 39248
bitcount16.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1537, , , , 163195
broydn.c.i.broydn.pl.t2.fixed.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1695, , , , 31225
broydn.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1695, , , , 28538
brp_withassume.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
brp_withassume.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
brp_withassume.t2.c_Iteration8_Loop_2-pieceTemplate, sat, 1, 23901, , , , 15832
brp_withassume.t2.c_Iteration8_Loop_3-pieceTemplate, sat, 1, 44333, , , , 52531
brp_withassume.t2.c_Iteration8_Loop_4-pieceTemplate, sat, 1, 71541, , , , 105631
bsort100.t2.c_Iteration12_Loop_4-pieceTemplate, sat, 1, 1687, , , , 175587
bsort100.t2.c_Iteration13_Loop_4-pieceTemplate, timeout, , , , , , 
bubbleSort.t2.c_Iteration5_Loop_4-pieceTemplate, sat, 1, 1301, , , , 18090
bubbleSort.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1301, , , , 37113
bubblesort_inner_loop.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
bubblesort_inner_loop.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
byron-1.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
byron-2.t2.c_Iteration2_Loop_3-pieceTemplate, sat, 1, 2413, , , , 1061526
byron-2.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 3881, , , , 335163
byron-2.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 1427, , , , 16576
byron-3.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_3-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_6-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_7-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_3-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_6-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_7-phaseTemplate, timeout, , , , , , 
consts1.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
curious4.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
curious4.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
db2.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 2399, , , , 7912
db3.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 2449, , , , 4207
disj_nightmare.t2.c_Iteration1_Lasso_2-pieceTemplate, sat, 1, 3933, , , , 37990
disj_nightmare.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
dropbuf.t2.c_Iteration2_Loop_3-pieceTemplate, sat, 1, 1463, , , , 2988
dropbuf.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 2341, , , , 12199
dropbuf.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 10721, , , , 52560
efegp.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
efegp.t2.c_Iteration1_Lasso_4-lexTemplate, timeout, , , , , , 
efegp.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1711, , , , 829528
elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1017, , , , 14009
elmhes.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1711, , , , 13479
elmhes.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1017, , , , 41648
eric.t2.c_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Lasso_5-phaseTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration11_Loop_4-pieceTemplate, sat, 1, 1101, , , , 4459
eric2.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration2_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration2_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration3_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration3_Loop_7-phaseTemplate, sat, 1, 439, , , , 1038
eric2.t2.c_Iteration4_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration4_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration5_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1101, , , , 8340
eric2.t2.c_Iteration7_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration7_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration8_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration8_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration9_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration9_Loop_4-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_5-phaseTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
ex12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 441, , , , 7715
ex14.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 441, , , , 58449
ex18.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1017, , , , 8206
ex21.t2.c_Iteration1_Loop_3-pieceTemplate, sat, 1, 336, , , , 3888
ex21.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 533, , , , 44061
ex21.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 441, , , , 14454
ex4.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1679, , , , 527775
ex4.t2.c_Iteration2_Loop_3-pieceTemplate, sat, 1, 1055, , , , 22382
ex4.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1687, , , , 148400
example.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1379, , , , 337376
fibcall.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 633, , , , 4506
firewire.t2.c_Iteration1_Lasso_3-pieceTemplate, sat, 1, 17135, , , , 113237
firewire.t2.c_Iteration1_Lasso_4-lexTemplate, timeout, , , , , , 
firewire.t2.c_Iteration1_Lasso_4-pieceTemplate, sat, 1, 27665, , , , 134158
firewire.t2.c_Iteration1_Lasso_5-phaseTemplate, sat, 1, 7998, , , , 26195
firewire.t2.c_Iteration1_Lasso_6-nestedTemplate, sat, 1, 9199, , , , 92064
firewire.t2.c_Iteration1_Lasso_6-phaseTemplate, sat, 1, 9364, , , , 9262
firewire.t2.c_Iteration1_Lasso_7-nestedTemplate, sat, 1, 10516, , , , 235483
firewire.t2.c_Iteration1_Lasso_7-phaseTemplate, sat, 1, 10738, , , , 9185
firewire.t2.c_Iteration3_Loop_3-pieceTemplate, sat, 1, 4240, , , , 9160
firewire.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 6811, , , , 39503
flipflop.t2.c_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
fuhs-inflasso.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 541, , , , 6260
fun4.t2.c_Iteration1_Lasso_2-pieceTemplate, sat, 1, 609, , , , 106793
fun4.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
fun4.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
